ID,int_rc
10001,0.27183136343955994
10002,0.20103028416633606
10003,0.22795391082763672
10004,0.1917189061641693
10005,0.10851703852415084
10006,0.188248872756958
10007,0.19333571195602417
10008,0.11660229414701462
10009,0.1832296997308731
10010,0.1699375957250595
10011,0.13111454248428345
10012,0.28281328082084656
10013,0.12428739666938782
10014,0.15279938280582428
10015,0.15982279181480408
10016,0.21744446456432343
10017,0.30482468008995056
10018,0.11318870633840561
10019,0.28511977195739746
10020,0.1834764927625656
10021,0.26208388805389404
10022,0.11910684406757355
10023,0.26601696014404297
10024,0.10998179018497467
10025,0.13504314422607422
10026,0.1534329503774643
10027,0.2387859970331192
10028,0.2340603768825531
10029,0.1634441316127777
10030,0.11484483629465103
10031,0.233538419008255
10032,0.12756682932376862
10033,0.2585054039955139
10034,0.22280916571617126
10035,0.16585537791252136
10036,0.23676402866840363
10037,0.12580019235610962
10038,0.25739550590515137
10039,0.2075985223054886
10040,0.12824945151805878
10041,0.1920796036720276
10042,0.18484266102313995
10043,0.20836141705513
10044,0.1692163050174713
10045,0.1862765997648239
10046,0.1870240420103073
10047,0.25252291560173035
10048,0.19293038547039032
10049,0.24072331190109253
10050,0.13861015439033508
10051,0.20841337740421295
10052,0.19592435657978058
10053,0.2320432960987091
10054,0.11991309374570847
10055,0.13429391384124756
10056,0.232099249958992
10057,0.13580332696437836
10058,0.21103180944919586
10059,0.1666356474161148
10060,0.1835646629333496
10061,0.17483200132846832
10062,0.1647995412349701
10063,0.18523827195167542
10064,0.11741383373737335
10065,0.16413907706737518
10066,0.24450933933258057
10067,0.16857075691223145
10068,0.19987575709819794
10069,0.2201363891363144
10070,0.22879083454608917
10071,0.16862869262695312
10072,0.14705349504947662
10073,0.26640480756759644
10074,0.1777225285768509
10075,0.12640886008739471
10076,0.2173231989145279
10077,0.15154021978378296
10078,0.21999302506446838
10079,0.14810043573379517
10080,0.23081056773662567
10081,0.2316311001777649
10082,0.295771062374115
10083,0.22513099014759064
10084,0.2732430696487427
10085,0.11629163473844528
10086,0.24986597895622253
10087,0.26608896255493164
10088,0.17330701649188995
10089,0.1461166888475418
10090,0.263747900724411
10091,0.1844148486852646
10092,0.21069762110710144
10093,0.25930869579315186
10094,0.1342666745185852
10095,0.10851703852415084
10096,0.25317224860191345
10097,0.1339658945798874
10098,0.10851703852415084
10099,0.21385636925697327
10100,0.26710668206214905
10101,0.11781978607177734
10102,0.264886736869812
10103,0.11504331231117249
10104,0.10851703852415084
10105,0.22541075944900513
10106,0.1296544224023819
10107,0.12444859743118286
10108,0.14157527685165405
10109,0.13143791258335114
10110,0.21260875463485718
10111,0.20010657608509064
10112,0.2628232538700104
10113,0.20658113062381744
10114,0.18836645781993866
10115,0.2660820484161377
10116,0.20717477798461914
10117,0.18249888718128204
10118,0.14807721972465515
10119,0.17794202268123627
10120,0.1955297738313675
10121,0.19909583032131195
10122,0.2210918813943863
10123,0.22146467864513397
10124,0.17893972992897034
10125,0.1352490484714508
10126,0.15992116928100586
10127,0.14258933067321777
10128,0.25413084030151367
10129,0.2420012503862381
10130,0.16504094004631042
10131,0.2417329102754593
10132,0.10851703852415084
10133,0.16417570412158966
10134,0.20370058715343475
10135,0.16311050951480865
10136,0.10851703852415084
10137,0.12149202823638916
10138,0.23374325037002563
10139,0.10851703852415084
10140,0.2321339249610901
10141,0.238504558801651
10142,0.1880568414926529
10143,0.10851703852415084
10144,0.28774550557136536
10145,0.10851703852415084
10146,0.22356325387954712
10147,0.23898738622665405
10148,0.23979999125003815
10149,0.22802482545375824
10150,0.1859050840139389
10151,0.3055052077770234
10152,0.11689920723438263
10153,0.27486950159072876
10154,0.2739146947860718
10155,0.2295190691947937
10156,0.10851703852415084
10157,0.23432619869709015
10158,0.14433637261390686
10159,0.27653536200523376
10160,0.24128243327140808
10161,0.2733704447746277
10162,0.2163669764995575
10163,0.2143367975950241
10164,0.1085907518863678
10165,0.12542849779129028
10166,0.14732804894447327
10167,0.24777691066265106
10168,0.1751740276813507
10169,0.2428266853094101
10170,0.17542016506195068
10171,0.22638466954231262
10172,0.22117595374584198
10173,0.15845517814159393
10174,0.15453693270683289
10175,0.17898856103420258
10176,0.16116763651371002
10177,0.15544337034225464
10178,0.10851703852415084
10179,0.14988064765930176
10180,0.21863146126270294
10181,0.1620965301990509
10182,0.18898910284042358
10183,0.19895772635936737
10184,0.1335112452507019
10185,0.16452458500862122
10186,0.19878649711608887
10187,0.23137369751930237
10188,0.10851703852415084
10189,0.23233112692832947
10190,0.27708953619003296
10191,0.2918653190135956
10192,0.2617235779762268
10193,0.23204758763313293
10194,0.2137610912322998
10195,0.1938021034002304
10196,0.15768738090991974
10197,0.26048552989959717
10198,0.12444095313549042
10199,0.26008471846580505
10200,0.10851703852415084
10201,0.21531939506530762
10202,0.11401358991861343
10203,0.12356258183717728
10204,0.1585536003112793
10205,0.18056605756282806
10206,0.17915396392345428
10207,0.10851703852415084
10208,0.1364326924085617
10209,0.1270773559808731
10210,0.17632941901683807
10211,0.2770557403564453
